0.0, 0.0
1.0e-2, 9.999833e-3
2.0e-2, 1.9998666e-2
3.0e-2, 2.99955e-2
4.0e-2, 3.9989334e-2
4.9999997e-2, 4.9979165e-2
5.9999995e-2, 5.9964e-2
6.999999e-2, 6.994284e-2
7.999999e-2, 7.991468e-2
8.999999e-2, 8.987854e-2
9.999999e-2, 9.983341e-2
0.109999985, 0.109778285
0.11999998, 0.11971219
0.12999998, 0.12963413
0.13999999, 0.1395431
0.14999999, 0.14943813
0.16, 0.15931821
0.17, 0.16918235
0.18, 0.17902958
0.19000001, 0.18885891
0.20000002, 0.19866934
0.21000002, 0.20845993
0.22000003, 0.21822965
0.23000003, 0.22797756
0.24000004, 0.23770267
0.25000006, 0.24740402
0.26000008, 0.2570806
0.2700001, 0.26673153
0.28000012, 0.27635577
0.29000014, 0.28595236
0.30000016, 0.29552037
0.31000018, 0.3050588
0.3200002, 0.31456676
0.33000022, 0.32404324
0.34000024, 0.33348733
0.35000026, 0.34289804
0.36000028, 0.3522745
0.3700003, 0.36161572
0.38000032, 0.37092078
0.39000034, 0.38018873
0.40000036, 0.3894187
0.41000038, 0.39860967
0.4200004, 0.40776083
0.43000042, 0.4168712
0.44000044, 0.42593986
0.45000046, 0.43496594
0.4600005, 0.44394854
0.4700005, 0.45288673
0.48000053, 0.46177965
0.49000055, 0.47062638
0.5000006, 0.47942606
0.51000065, 0.4881778
0.5200007, 0.49688074
0.53000075, 0.505534
0.5400008, 0.5141367
0.55000085, 0.522688
0.5600009, 0.53118694
0.57000095, 0.53963286
0.580001, 0.5480248
0.59000105, 0.5563619
0.6000011, 0.5646434
0.61000115, 0.5728684
0.6200012, 0.58103615
0.63000125, 0.5891458
0.6400013, 0.59719646
0.65000135, 0.6051875
0.6600014, 0.61311793
0.67000145, 0.6209871
0.6800015, 0.6287942
0.69000155, 0.6365384
0.7000016, 0.6442189
0.71000165, 0.651835
0.7200017, 0.6593859
0.73000175, 0.66687095
0.7400018, 0.6742892
0.75000185, 0.6816401
0.7600019, 0.6889228
0.77000195, 0.69613665
